position x,position y,position z,Rotdata x,Rotdata y,Rotdata z,Rotdata w
0.613222727,-0.402256609,0.20750664,0.179958194,0.415577746,-0.644582898,0.615973273
0.613214108,-0.402275385,0.207509607,0.153534952,0.426040679,-0.68201685,0.574255497
0.613224225,-0.402243073,0.207493159,0.230625128,0.389753181,-0.56232689,0.691876418
0.613215299,-0.402274804,0.207500263,0.254648967,0.374487075,-0.517790574,0.725814202
0.613229579,-0.402270522,0.207503791,0.277659273,0.357759687,-0.471188607,0.756898032
0.608145279,-0.400647149,0.176394681,0.276678929,0.446792476,-0.442193909,0.72683547
0.598720392,-0.407237653,0.171412611,0.329110856,0.439083776,-0.459917112,0.698117277
0.598737914,-0.407189241,0.171403704,0.381497976,0.394423077,-0.36881168,0.750245077
0.598738945,-0.40721666,0.17140832,0.405542023,0.369655237,-0.320950163,0.771933718
0.699997415,-0.339147482,0.252301315,0.381533093,0.394347946,-0.271811312,0.790595224
0.694007722,-0.338021065,0.238431224,0.373060007,0.445491417,-0.290313287,0.760316923
0.693999313,-0.338031718,0.23839982,0.344291811,0.468072752,-0.337522915,0.740573649
0.694010856,-0.33801499,0.238437169,0.314212838,0.488741798,-0.383351567,0.717943817
0.693998353,-0.338048934,0.238444406,0.282926418,0.507498127,-0.427677163,0.692452552
0.694017138,-0.338017811,0.238430968,0.250500477,0.524259605,-0.470302288,0.664241775
0.70770677,-0.340546178,0.267488502,0.26107485,0.500823075,-0.46534023,0.681523764
0.719572332,-0.342777023,0.297377198,0.271432372,0.476845834,-0.459949176,0.698132705
0.713568255,-0.341642488,0.2834526,0.250462452,0.524321248,-0.470320196,0.664194777
0.707541682,-0.348668351,0.296164938,0.322770464,0.522413109,-0.455961119,0.644207443
0.717636307,-0.35052186,0.326076977,0.333013213,0.499639756,-0.448731491,0.661893015
0.724263,-0.35177097,0.338983904,0.352498434,0.452629898,-0.43302264,0.695242708
0.714590634,-0.356808077,0.332835162,0.402730234,0.444624546,-0.449173268,0.662088171
0.714587218,-0.356814419,0.33282955,0.429840903,0.418466658,-0.406704443,0.688994885
0.707261889,-0.355449481,0.321101099,0.440188013,0.43803936,-0.385532316,0.682437444
0.698551948,-0.353844394,0.31037622,0.530323581,0.3632468,-0.232780371,0.729809537
0.698555364,-0.353820054,0.310358899,0.506457017,0.395860693,-0.278183296,0.713729399
0.707795626,-0.355549635,0.339750969,0.510700855,0.372025513,-0.264664725,0.728515091
0.698420073,-0.353828642,0.329600554,0.501692147,0.419322394,-0.291430468,0.698242079
0.698430005,-0.353812668,0.329658617,0.571394999,0.317830578,-0.15536719,0.740508282
0.710122952,-0.34101282,0.324365998,0.594556704,0.292158309,0.080140324,0.744797541
0.700839583,-0.339265383,0.253961089,0.56300125,0.199951172,0.146085404,0.788484734
0.6845633938195076,-0.1883090201640098,0.410812993929713,0.3192688865719038,0.5327281892299266,-0.6475433897022311,0.4415377819846052
0.6538975296245754,-0.3986957104180473,0.2494269374861588,-0.1774097842907133,0.3945776864481282,-0.8746274913526213,0.2187714998928918
0.6606494982649508,-0.3888142149705302,0.2526787014229811,-0.2578793277614026,0.3231518001559341,-0.9006695989786465,0.1336616618367071
0.6127693842456827,-0.4169446843722431,0.1923685163056298,0.5071684582327897,0.3373482040141051,-0.1539557853743738,0.7779935477701551
0.6537977737106576,-0.3988206102591593,0.2492965599856976,0.4055153760131634,0.1518272835287195,0.272851380928434,0.8591029505936055
0.634881666238335,-0.4146453200735335,0.2245439598507658,0.447662741843203,0.2660214708718124,-0.077179850811856,0.8502199228607166
0.6298972064416056,-0.4130083229396885,0.2096826289961804,0.4586357195662074,0.3178384112308786,-0.0987198857672113,0.8239456324529713
0.6450557447311931,-0.4179155922544167,0.2379328600940682,0.4533489875208682,0.2921068536899381,-0.0880378145240711,0.8374948505841657
0.6391649025160823,-0.4160509299138574,0.2234313409866861,0.4634876919138977,0.3432155945536023,-0.1092957239863982,0.8095904272024429
0.6391602415500386,-0.4160289887997853,0.2234288221866952,0.4411295900617842,0.3715978736167352,-0.159689371428166,0.8011360744270104
0.6467872694512518,-0.4185237491333009,0.2382497322719265,0.5102551432482988,0.3064924663886863,-0.0190804771946379,0.8033293174194895
0.6467627811138645,-0.4184885253541441,0.2381717448529488,0.5103493772890754,0.3068009275548063,-0.0192162031042459,0.8031484554491901
0.665068551975234,-0.4244846190138745,0.283574465492255,0.467908150358162,0.3682162631631713,-0.1197178491466532,0.7944472184898459
0.6650591815662206,-0.4244825196149322,0.2835034319441183,0.4901319890617301,0.3381548083293784,-0.0696086234048921,0.80036029289926
0.6810610507433095,-0.419088874433025,0.3012112400363437,0.4885460428307928,0.2331966990385514,0.1432016185686335,0.828513946793426
0.6650518033268957,-0.4244724333364422,0.2834983161364314,0.4900944704759429,0.3382606675474514,-0.069653433904859,0.8003346362269467
0.6810493198331761,-0.4191206993413497,0.3012282873693868,0.4729113899313089,0.2633874625243589,0.0908815897376637,0.8358961649062471
0.6810610714797919,-0.419098238682646,0.3012380239134554,0.4361832189685218,0.320497860516691,-0.0145159641911974,0.8407226698966087
0.6851995266907709,-0.420448296025794,0.317140090502445,0.4437426710747782,0.3456439944869739,-0.0244376060725024,0.8264535524468117
0.6851871715050213,-0.4204519732770226,0.3171259018968073,0.4835915922789323,0.2874330145623833,0.0792507731911528,0.8229463828010377
0.6851694601398561,-0.4204921331453057,0.3171188056847695,0.4836229840592719,0.2873872304637244,0.0792280899718016,0.8229461093020706
0.668287517959571,-0.4255128161329053,0.3004837977452104,0.5368532286121313,0.2971428359708272,0.018474475669482612,0.7894006838790314
