position x,position y,position z,Rotdata x,Rotdata y,Rotdata z,Rotdata w
0.8157517758768839,-0.458102758553024,0.2025072732220261,-0.2216311954041439,0.3875343036280664,-0.8947719428104207,0.0089413139137967
0.8157388792734829,-0.4581218021188343,0.2025074282461809,-0.1968987980468429,0.4006803352072302,-0.8924447370244578,0.0650270994530493
0.8157345913274959,-0.4581297508442748,0.2025476910159404,-0.1713217570769153,0.4122423845774026,-0.8866059361733268,0.1209751455970765
0.8231112797771842,-0.4489618311777093,0.2067426524021024,-0.2064227409277861,0.3678814691077814,-0.8946747043941213,0.1470035714948861
0.8228133091903718,-0.4488718357014939,0.2236520318123202,-0.1553891096242275,0.3411645954793327,-0.9123129900157352,0.1647602854153934
0.8228302820655813,-0.4488332059289023,0.2236407534901866,-0.1764657754177261,0.3307212892182881,-0.9208666289833632,0.1071816709555829
0.8205069466623547,-0.4481312030772525,0.2403632321799314,-0.123192467450464,0.305978652095548,-0.9359512521042268,0.1232717895943258
0.8159891604899502,-0.4581937456911783,0.2189173944616368,-0.1443362213157399,0.3788359560419874,-0.9101685949694076,0.0851087678060334
0.8203690751581487,-0.4596054879444128,0.234938008001618,-0.1706964470321193,0.389981786822277,-0.9017400172192754,0.0751123842178884
0.8203845529053434,-0.4595862846739241,0.2349348706216413,-0.1948245247975339,0.3784979134114756,-0.9046786978106236,0.0184170521052812
0.8203704966799987,-0.4596187728422171,0.2349180219662844,-0.1204663449048024,0.4082930865307496,-0.8852264715690656,0.1875065579382578
0.8203688378553543,-0.4596171840435495,0.2349326773991766,-0.0945810840016778,0.4150512525706135,-0.8716981152998875,0.2427535212334857
0.8203652139598304,-0.4596264626986996,0.2348910294671231,-0.0683599796850923,0.4201753947140576,-0.8547430131395706,0.296974632491443
0.8203733653768639,-0.4595942285809876,0.2349309246559088,-0.1706772176038933,0.3899698364866774,-0.901746645428398,0.0751385485631617
0.820365482949976,-0.4596202170739782,0.2349095188551997,-0.1707213342287945,0.3899579621253284,-0.9017450589909024,0.0751189882765673
0.8561102297167541,-0.3780111528887312,0.311196126704538,0.0678341323473457,0.4903427907020141,-0.828579210847088,0.2615701998455872
0.8561155500629173,-0.3780128645034124,0.3111398862507692,0.036916474748363,0.4936491735577302,-0.8433517633008187,0.2090585340887171
0.8623649439048737,-0.3710201094261109,0.3194203104701095,-0.0267124403700434,0.4502268675918547,-0.8746318096838946,0.1777678562535384
0.8610045588395966,-0.3707942452051321,0.3364388770956984,-0.052648657450548,0.4605268387610867,-0.8707831307876011,0.1639508730843433
0.8542544315283443,-0.3776747359017151,0.3284828527050585,-0.0196447175350896,0.5044913818805312,-0.8517235664548365,0.1402479840378902
0.8525399068427469,-0.3773073851697847,0.3140528529667037,0.1671306799017892,-0.4995443328110438,0.8484951457024406,0.0507817202478303
0.8601934288564014,-0.3706711240784526,0.3212632275859854,-0.1343423390010173,0.4723653952478078,-0.8672892129471271,0.081440103325516
0.8559550486047014,-0.3698152119835188,0.3381729365748723,-0.160590471957583,0.4796347741886305,-0.8599912567673582,0.0676477788930421
0.8478297819046464,-0.376451766113392,0.3313168949705464,-0.1290412473900786,0.5229699343640035,-0.8415529403531734,0.040490156905726
0.8427062835022103,-0.375518978704406,0.3309416387712872,-0.1692275705512008,0.5319112594546417,-0.8295576923210765,0.0163241092144504
0.8427019904302211,-0.3755224824235252,0.3309333546748171,-0.1011945734470008,0.5489496833672495,-0.8209593817113201,0.1201648743021135
0.8427129864348586,-0.3754918883615721,0.3309427554285897,-0.0665463880465389,0.5542180751311557,-0.8117943501592305,0.1714754690485743
0.8479140656864895,-0.3765232596904012,0.3409495092292705,-0.0182484460340698,0.5331498650295776,-0.8207064618491576,0.2045950124399958
0.8439230742162247,-0.3757736148362272,0.3270000841707634,-0.1354417581020593,0.5415192293928287,-0.826882428879304,0.0683951984475737
0.8078986290794055,-0.4556260496680493,0.3119775808376281,-0.309132287356298,0.473280558973915,-0.8227070197121633,0.0599658330012345
0.8079013162961981,-0.455617874387328,0.3119820122607389,-0.2474842314819245,0.5082435669548442,-0.808738519765669,0.1624254858821504
0.813467085790788,-0.4574206624876884,0.327301386847282,-0.2604639717324403,0.4529940183344059,-0.8486506168372117,0.0821405461658887
0.8221250916442686,-0.46022165441803325,0.31157741909904735,-0.23582502481468276,0.4420916835853156,-0.8603866217675034,0.09314699168174277
