Rodrigues 1,Rodrigues 2,Rodrigues 3,position x,position y,position z
0.3174043039136338,-0.362962222819493,1.7536818978746036,0.0888711719368005,-0.0375871863350716,0.2286290951972518
0.289402785964781,-0.374229477037578,1.630704560699565,0.0797981578528946,-0.0565748275714033,0.2284638223093208
0.2613423501133972,-0.3839634825837836,1.5075513371139613,0.0683825222531302,-0.0742513285072893,0.228331534821622
0.3953646405767036,-0.3817653146448048,1.4759128315303056,0.0984053086497869,-0.1050664360687766,0.2047528148023245
0.376260691009025,-0.266999831511948,1.41507604172283,0.1220407423908346,-0.0923133387178934,0.1892711978819414
0.3984566209570388,-0.2479149883229897,1.5382475485648597,0.1353719430277105,-0.06776254948393,0.1893713239873808
0.3715840180011038,-0.135044521759065,1.475955660441476,0.1568623601700783,-0.0546579300424545,0.1709465571435247
0.2629841002167127,-0.2626368679019686,1.5635377983642895,0.1030309898966789,-0.0422015521102284,0.2140328715333576
0.2752823613549398,-0.3189796265394573,1.5981046698597845,0.1087105480552953,-0.0455295185299921,0.202674553560175
0.2997460301829748,-0.3078712421805813,1.7217656590075263,0.1162072314330742,-0.0230005510572001,0.202838031858498
0.2266712765556585,-0.3380109436480569,1.3509180239835992,0.0855711674078724,-0.0868888513137615,0.2023808069775868
0.2022695182795244,-0.3460769217348025,1.2267402749600804,0.0702474125939893,-0.1051047569910565,0.2022706824021447
0.1781708136606039,-0.3529021511566875,1.1027644622263213,0.0527968711351855,-0.1212188164062822,0.2021460915874733
0.2751973555663787,-0.3190991429073766,1.597907816904524,0.1086511033414046,-0.0456384288480473,0.2026544264254997
0.2755614830597666,-0.3191293700885469,1.597803891996549,0.1086647498876203,-0.0456600107965221,0.2025951743672698
-0.1454055122696438,-0.257886791591191,1.0725911415662353,0.1067203829905517,-0.1430668223891801,0.2701565513163578
-0.1313991579275465,-0.2695611637944291,1.1974211701000366,0.1264350417771854,-0.1200418270457429,0.2704163792914535
0.0175012577688997,-0.2680355512665854,1.309423914757076,0.1765182553168596,-0.128803351884216,0.2380041363322463
0.0290415025138914,-0.3152478363833138,1.3521566484882657,0.1905142760846168,-0.1248267877230344,0.2308161301664011
-0.1052004576489593,-0.3259517182735729,1.3685422575845632,0.1578114861114445,-0.0913047503723988,0.2643324637087876
-0.0070975151194129,-0.4484493475737963,1.8278770538278903,0.1660318872432199,0.0008096560339909,0.2783335334351837
0.0782079068274209,-0.4127145965600665,1.559899181135496,0.191084994541468,-0.0863905112420317,0.2464468277102665
0.0927778207732746,-0.4611438221178155,1.600214912773419,0.2038999356475925,-0.0755462948840459,0.2428688614477574
-0.0447647538821971,-0.471873092484666,1.6256805011588304,0.1660889212819804,-0.0454745743145194,0.2746767714956735
-0.0217444125418218,-0.5445723755047537,1.6935978218380618,0.1599401071132524,-0.0362974219954777,0.2823135571041814
-0.0857587777404546,-0.5183954203229707,1.4489673508029388,0.1376981372634243,-0.0906741749592686,0.2818330644771902
-0.1166170287519107,-0.5041929763589833,1.3260810296715546,0.121553702016305,-0.1153535627361017,0.2817211346560043
-0.1276634241334059,-0.4139019597140826,1.236964442921741,0.1334726863384774,-0.1287466532175839,0.2681979930852236
-0.0559049371767667,-0.5303346847906528,1.5714196416327777,0.1466487231621972,-0.0654717430425481,0.2832555941340938
0.2894889223955916,-0.6964977172153058,1.6954149458000822,0.1281944939934968,-0.0425729219449428,0.1940526389669276
0.1890356707514856,-0.7007563510045846,1.4564685904528274,0.105195190204728,-0.0892518162425045,0.1939605877757386
0.2702866166080703,-0.5823861399007849,1.6357474343529288,0.1522157531201864,-0.0380434176145257,0.1730446559634125
0.26465664362113944,-0.5260466120766263,1.6028232567742609,0.14326824317657086,-0.05110067110646945,0.16862777150627709
